Date,Open,High,Low,Close,Adj Close,Volume
2021-07-30,671.76,697.53,669.0,687.2,687.2,29600500
2021-08-02,700.0,726.94,698.4,709.67,709.67,33615800
2021-08-03,719.0,722.65,701.01,709.74,709.74,21620300
2021-08-04,711.0,724.9,708.93,710.92,710.92,17002600
2021-08-05,716.0,720.95,711.41,714.63,714.63,12919600
2021-08-06,711.9,716.33,697.63,699.1,699.1,15576200
2021-08-09,710.17,719.03,705.13,713.76,713.76,14715300
2021-08-10,713.99,716.59,701.88,709.99,709.99,13432300
2021-08-11,712.71,715.18,704.21,707.82,707.82,9800600
2021-08-12,706.34,722.8,699.4,722.25,722.25,17459100
2021-08-13,723.71,729.9,714.34,717.17,717.17,16698900
2021-08-16,705.07,709.5,676.4,686.17,686.17,22677400
2021-08-17,672.66,674.58,648.84,665.71,665.71,23721300
2021-08-18,669.75,695.77,669.35,688.99,688.99,20349400
2021-08-19,678.21,686.55,667.59,673.47,673.47,14313500
2021-08-20,682.85,692.13,673.7,680.26,680.26,14781800
2021-08-23,685.44,712.13,680.75,706.3,706.3,20264900
2021-08-24,710.68,715.22,702.64,708.49,708.49,13083100
2021-08-25,707.03,716.97,704.0,711.2,711.2,12645600
2021-08-26,708.31,715.4,697.62,701.16,701.16,13214300
2021-08-27,705.0,715.0,702.1,711.92,711.92,13762100
2021-08-30,714.72,731.0,712.73,730.91,730.91,18604200
2021-08-31,733.0,740.39,726.44,735.72,735.72,20855400
2021-09-01,734.08,741.99,731.27,734.09,734.09,13204300
2021-09-02,734.5,740.97,730.54,732.39,732.39,12777300
2021-09-03,732.25,734.0,724.2,733.57,733.57,15246100
2021-09-07,740.0,760.2,739.26,752.92,752.92,20039800
2021-09-08,761.58,764.45,740.77,753.87,753.87,18793000
2021-09-09,753.41,762.1,751.63,754.86,754.86,14077700
2021-09-10,759.6,762.61,734.52,736.27,736.27,15114300
2021-09-13,740.21,744.78,708.85,743.0,743.0,22952500
2021-09-14,742.57,754.47,736.4,744.49,744.49,18524900
2021-09-15,745.0,756.86,738.36,755.83,755.83,15357700
2021-09-16,752.83,758.91,747.61,756.99,756.99,13923400
2021-09-17,757.15,761.04,750.0,759.49,759.49,28204200
2021-09-20,734.56,742.0,718.62,730.17,730.17,24757700
2021-09-21,734.79,744.74,730.44,739.38,739.38,16330700
2021-09-22,743.53,753.67,739.12,751.94,751.94,15126300
2021-09-23,755.0,758.2,747.92,753.64,753.64,11947500
2021-09-24,745.89,774.8,744.56,774.39,774.39,21373000
2021-09-27,773.12,799.0,769.31,791.36,791.36,28070700
2021-09-28,787.2,795.64,766.18,777.56,777.56,25381400
2021-09-29,779.8,793.5,770.68,781.31,781.31,20942900
2021-09-30,781.0,789.13,775.0,775.48,775.48,17956000
2021-10-01,778.4,780.78,763.59,775.22,775.22,17031400
2021-10-04,796.5,806.97,776.12,781.53,781.53,30483300
2021-10-05,784.8,797.31,774.2,780.59,780.59,18432600
2021-10-06,776.2,786.66,773.22,782.75,782.75,14632800
2021-10-07,785.46,805.0,783.38,793.61,793.61,19195800
2021-10-08,796.21,796.38,780.91,785.49,785.49,16711100
2021-10-11,787.65,801.24,785.5,791.94,791.94,14200300
2021-10-12,800.93,812.32,796.57,805.72,805.72,22020000
2021-10-13,810.47,815.41,805.78,811.08,811.08,14120100
2021-10-14,815.49,820.25,813.35,818.32,818.32,12203200
